,session,text,audio,speaker_id
1584,F04-Session2-arrayMic-0104,PIT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0104.wav,F04
1585,F04-Session2-arrayMic-0105,HAT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0105.wav,F04
1586,F04-Session2-arrayMic-0106,SEED,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0106.wav,F04
1587,F04-Session2-arrayMic-0107,SERGEANT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0107.wav,F04
1588,F04-Session2-arrayMic-0108,CARL LIVES IN A LOVELY HOME,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0108.wav,F04
1589,F04-Session2-arrayMic-0109,CARL LIVES IN A LIVELY HOME,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0109.wav,F04
1590,F04-Session2-arrayMic-0110,DART,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0110.wav,F04
1591,F04-Session2-arrayMic-0111,HUM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0111.wav,F04
1592,F04-Session2-arrayMic-0112,PITTING,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0112.wav,F04
1593,F04-Session2-arrayMic-0113,SIDE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0113.wav,F04
1594,F04-Session2-arrayMic-0114,REEK,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0114.wav,F04
1595,F04-Session2-arrayMic-0115,IT ALSO PROVIDES FOR FUNDS TO CLEAR SLUMS AND HELP COLLEGES BUILD DORMITORIES,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0115.wav,F04
1596,F04-Session2-arrayMic-0116,PART,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0116.wav,F04
1597,F04-Session2-arrayMic-0117,BLOAT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0117.wav,F04
1598,F04-Session2-arrayMic-0118,IT WAS A GOOD WIN FOR US,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0118.wav,F04
1599,F04-Session2-arrayMic-0119,NOTHING HAS BEEN DONE YET TO TAKE ADVANTAGE OF THE ENABLING LEGISLATION,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0119.wav,F04
1600,F04-Session2-arrayMic-0120,ALUMINUM SILVERWARE CAN OFTEN BE FLIMSY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0120.wav,F04
1601,F04-Session2-arrayMic-0121,SHY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0121.wav,F04
1602,F04-Session2-arrayMic-0122,LAIR,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0122.wav,F04
1603,F04-Session2-arrayMic-0123,CAKE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0123.wav,F04
1604,F04-Session2-arrayMic-0124,HITTING,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0124.wav,F04
1605,F04-Session2-arrayMic-0125,CITY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0125.wav,F04
1606,F04-Session2-arrayMic-0126,THIS IS A PERIOD OF TRANSITION FOR ME,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0126.wav,F04
1607,F04-Session2-arrayMic-0127,THERE IS A TREEHOUSE UP ABOVE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0127.wav,F04
1608,F04-Session2-arrayMic-0128,THE DOLPHINS SWAM AROUND OUR BOAT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0128.wav,F04
1609,F04-Session2-arrayMic-0130,PAPA,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0130.wav,F04
1610,F04-Session2-arrayMic-0131,BRAN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0131.wav,F04
1611,F04-Session2-arrayMic-0132,BRAWN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0132.wav,F04
1612,F04-Session2-arrayMic-0133,PRETTY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0133.wav,F04
1613,F04-Session2-arrayMic-0134,WITTY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0134.wav,F04
1614,F04-Session2-arrayMic-0135,TELL,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0135.wav,F04
1615,F04-Session2-arrayMic-0136,NINE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0136.wav,F04
1616,F04-Session2-arrayMic-0137,WRITTEN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0137.wav,F04
1617,F04-Session2-arrayMic-0138,HOTEL,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0138.wav,F04
1618,F04-Session2-arrayMic-0139,CART,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0139.wav,F04
1619,F04-Session2-arrayMic-0140,THE BOX CONTAINED THREE SWEATERS,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0140.wav,F04
1620,F04-Session2-arrayMic-0141,BITTEN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0141.wav,F04
1621,F04-Session2-arrayMic-0142,LICK,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0142.wav,F04
1622,F04-Session2-arrayMic-0143,THIS IS NOT A PROGRAM OF SOCIALIZED MEDICINE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0143.wav,F04
1623,F04-Session2-arrayMic-0144,THIS IS NOT A PROGRAM OF SOCIALIZED MEDICINE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0144.wav,F04
1624,F04-Session2-arrayMic-0145,LEAGUE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0145.wav,F04
1625,F04-Session2-arrayMic-0146,AT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0146.wav,F04
1626,F04-Session2-arrayMic-0147,IT EVENTUALLY BECAME A RATHER PROUD CLAIM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0147.wav,F04
1627,F04-Session2-arrayMic-0148,THE LITTLE SCHOOLHOUSE STOOD EMPTY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0148.wav,F04
1628,F04-Session2-arrayMic-0149,STUDENTS WATCHED AS HE GOT OUT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0149.wav,F04
1629,F04-Session2-arrayMic-0150,TAKE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0150.wav,F04
1630,F04-Session2-arrayMic-0151,KITTEN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0151.wav,F04
1631,F04-Session2-arrayMic-0152,SITTING,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0152.wav,F04
1632,F04-Session2-arrayMic-0153,NO,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0153.wav,F04
1633,F04-Session2-arrayMic-0154,RICH,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0154.wav,F04
1634,F04-Session2-arrayMic-0155,SEVEN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0155.wav,F04
1635,F04-Session2-arrayMic-0156,LEAK,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0156.wav,F04
1636,F04-Session2-arrayMic-0157,BOTH INJURIES WERE TO THE SAME LEG,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0157.wav,F04
1637,F04-Session2-arrayMic-0158,HARK,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0158.wav,F04
1638,F04-Session2-arrayMic-0159,THE JOB PROVIDES MANY BENEFITS,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0159.wav,F04
1639,F04-Session2-arrayMic-0160,HIM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0160.wav,F04
1640,F04-Session2-arrayMic-0162,THE MUSEUM HIRES MUSICIANS EVERY EVENING,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0162.wav,F04
1641,F04-Session2-arrayMic-0163,EIGHT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0163.wav,F04
1642,F04-Session2-arrayMic-0164,ECHO,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0164.wav,F04
1643,F04-Session2-arrayMic-0166,TOP,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0166.wav,F04
1644,F04-Session2-arrayMic-0167,QUEBEC,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0167.wav,F04
1645,F04-Session2-arrayMic-0168,MIKE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0168.wav,F04
1646,F04-Session2-arrayMic-0169,LIMA,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0169.wav,F04
1647,F04-Session2-arrayMic-0170,SHE WORE WARM FLEECY WOOLEN OVERALLS,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0170.wav,F04
1648,F04-Session2-arrayMic-0171,VAT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0171.wav,F04
1649,F04-Session2-arrayMic-0172,BEFORE THURSDAY'S EXAM REVIEW EVERY FORMULA,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0172.wav,F04
1650,F04-Session2-arrayMic-0173,YES,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0173.wav,F04
1651,F04-Session2-arrayMic-0174,BLOW,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0174.wav,F04
1652,F04-Session2-arrayMic-0175,SIGH,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0175.wav,F04
1653,F04-Session2-arrayMic-0176,I HAVE HAD MY BELL RUNG,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0176.wav,F04
1654,F04-Session2-arrayMic-0177,DAY AFTER DAY SOME NEW EPISODE IS REPORTED,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0177.wav,F04
1655,F04-Session2-arrayMic-0178,HEART,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0178.wav,F04
1656,F04-Session2-arrayMic-0179,KILO,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0179.wav,F04
1657,F04-Session2-arrayMic-0180,KILO,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0180.wav,F04
1658,F04-Session2-arrayMic-0181,KNITTING,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0181.wav,F04
1659,F04-Session2-arrayMic-0182,FOXTROT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0182.wav,F04
1660,F04-Session2-arrayMic-0183,HE FURTHER PROPOSED GRANTS OF AN UNSPECIFIED SUM FOR EXPERIMENTAL HOSPITALS,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0183.wav,F04
1661,F04-Session2-arrayMic-0184,LEAK,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0184.wav,F04
1662,F04-Session2-arrayMic-0185,SPAIN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0185.wav,F04
1663,F04-Session2-arrayMic-0186,FILL,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0186.wav,F04
1664,F04-Session2-arrayMic-0187,FAT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0187.wav,F04
1665,F04-Session2-arrayMic-0188,FAT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0188.wav,F04
1666,F04-Session2-arrayMic-0189,LOYAL,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0189.wav,F04
1667,F04-Session2-arrayMic-0190,BARN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0190.wav,F04
1668,F04-Session2-arrayMic-0191,BITE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0191.wav,F04
1669,F04-Session2-arrayMic-0192,BIT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0192.wav,F04
1670,F04-Session2-arrayMic-0193,A ROLL OF WIRE LAY NEAR THE WALL,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0193.wav,F04
1671,F04-Session2-arrayMic-0194,THORN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0194.wav,F04
1672,F04-Session2-arrayMic-0195,THORN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0195.wav,F04
1673,F04-Session2-arrayMic-0196,LEAK,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0196.wav,F04
1674,F04-Session2-arrayMic-0197,AT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0197.wav,F04
1675,F04-Session2-arrayMic-0198,HARM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0198.wav,F04
1676,F04-Session2-arrayMic-0199,HARP,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0199.wav,F04
1677,F04-Session2-arrayMic-0200,HE WRAPPED THE PACKAGE HASTILY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0200.wav,F04
1678,F04-Session2-arrayMic-0201,CHOP,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0201.wav,F04
1679,F04-Session2-arrayMic-0202,START,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0202.wav,F04
1680,F04-Session2-arrayMic-0203,WE RODE HORSEBACK TO THE FARM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0203.wav,F04
1681,F04-Session2-arrayMic-0204,JULIET,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0204.wav,F04
1682,F04-Session2-arrayMic-0205,PARK,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0205.wav,F04
1683,F04-Session2-arrayMic-0206,THE BOOKS ARE VERY EXPENSIVE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0206.wav,F04
1684,F04-Session2-arrayMic-0207,DID DAD DO ACADEMIC BIDDING,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0207.wav,F04
1685,F04-Session2-arrayMic-0208,A GOOD ATTITUDE IS UNBEATABLE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0208.wav,F04
1686,F04-Session2-arrayMic-0209,DREAD,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0209.wav,F04
1687,F04-Session2-arrayMic-0210,SHELL,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0210.wav,F04
1688,F04-Session2-arrayMic-0211,SIN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0211.wav,F04
1689,F04-Session2-arrayMic-0212,KNOT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0212.wav,F04
1690,F04-Session2-arrayMic-0213,TICKER,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0213.wav,F04
1691,F04-Session2-arrayMic-0214,THE PROSPECT OF CUTTING BACK SPENDING IS AN UNPLEASANT ONE FOR ANY GOVERNOR,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0214.wav,F04
1692,F04-Session2-arrayMic-0215,EACH ONE VOLUNTEERED TO JUMP FIRST,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0215.wav,F04
1693,F04-Session2-arrayMic-0216,UNIFORM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0216.wav,F04
1694,F04-Session2-arrayMic-0217,THE HOTEL OWNER SHRUGGED,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0217.wav,F04
1695,F04-Session2-arrayMic-0218,TIN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0218.wav,F04
1696,F04-Session2-arrayMic-0219,WICKED,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0219.wav,F04
1697,F04-Session2-arrayMic-0220,THE PAIR OF SHOES WAS NEW,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0220.wav,F04
1698,F04-Session2-arrayMic-0221,NO,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0221.wav,F04
1699,F04-Session2-arrayMic-0222,ZIP,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0222.wav,F04
1700,F04-Session2-arrayMic-0223,HE REALLY CRUCIFIED HIM HE NAILED IT FOR A YARD LOSS,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0223.wav,F04
1701,F04-Session2-arrayMic-0224,SHEET,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0224.wav,F04
1702,F04-Session2-arrayMic-0225,TWO,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0225.wav,F04
1703,F04-Session2-arrayMic-0226,SLICKER,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0226.wav,F04
1704,F04-Session2-arrayMic-0227,PEOPLE WHO VALUE THEMSELVES ARE LIFE'S WINNERS,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0227.wav,F04
1705,F04-Session2-arrayMic-0228,THE OWNERS REGULARLY LOOK FOR PLUMBING LEAKS,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0228.wav,F04
1706,F04-Session2-arrayMic-0229,NEST,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0229.wav,F04
1707,F04-Session2-arrayMic-0230,AND,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0230.wav,F04
1708,F04-Session2-arrayMic-0231,SIP,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0231.wav,F04
1709,F04-Session2-arrayMic-0232,X-RAY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0232.wav,F04
1710,F04-Session2-arrayMic-0233,LOCK,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0233.wav,F04
1711,F04-Session2-arrayMic-0234,SAND,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0234.wav,F04
1712,F04-Session2-arrayMic-0235,HIM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0235.wav,F04
1713,F04-Session2-arrayMic-0236,HIM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0236.wav,F04
1714,F04-Session2-arrayMic-0237,BITTER,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0237.wav,F04
1715,F04-Session2-arrayMic-0238,HAM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0238.wav,F04
1716,F04-Session2-arrayMic-0239,KNOT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0239.wav,F04
1717,F04-Session2-arrayMic-0240,RIGHT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0240.wav,F04
1718,F04-Session2-arrayMic-0241,I'M WILLING TO EXPERIMENT FOR THE FIRST TIME,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0241.wav,F04
1719,F04-Session2-arrayMic-0242,WITCH,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0242.wav,F04
1720,F04-Session2-arrayMic-0243,ALTHOUGH ALWAYS ALONE WE SURVIVE,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0243.wav,F04
1721,F04-Session2-arrayMic-0244,WE HAVE AN EXCELLENT TEAM,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0244.wav,F04
1722,F04-Session2-arrayMic-0245,NUT,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0245.wav,F04
1723,F04-Session2-arrayMic-0246,SELL,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0246.wav,F04
1724,F04-Session2-arrayMic-0247,PLEASE OPEN THE WINDOW QUICKLY,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0247.wav,F04
1725,F04-Session2-arrayMic-0248,HE IS DEFINITELY A NOTCH ABOVE US,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0248.wav,F04
1726,F04-Session2-arrayMic-0249,SIN,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0249.wav,F04
1727,F04-Session2-arrayMic-0250,VICTOR,/content/downloads/Torgo/F04/Session2/wav_arrayMic/0250.wav,F04
1728,F04-Session2-headMic-0001,SHOOT,/content/downloads/Torgo/F04/Session2/wav_headMic/0001.wav,F04
1729,F04-Session2-headMic-0002,I LOOKED UP AND NOTICED TWO OLD MEN,/content/downloads/Torgo/F04/Session2/wav_headMic/0002.wav,F04
1730,F04-Session2-headMic-0003,SLAY,/content/downloads/Torgo/F04/Session2/wav_headMic/0003.wav,F04
1731,F04-Session2-headMic-0004,WILL ROBIN WEAR A YELLOW LILY,/content/downloads/Torgo/F04/Session2/wav_headMic/0004.wav,F04
1732,F04-Session2-headMic-0005,I WAS CONSCIOUS ALL THE TIME,/content/downloads/Torgo/F04/Session2/wav_headMic/0005.wav,F04
1733,F04-Session2-headMic-0006,PRIOR,/content/downloads/Torgo/F04/Session2/wav_headMic/0006.wav,F04
1734,F04-Session2-headMic-0007,PLAY,/content/downloads/Torgo/F04/Session2/wav_headMic/0007.wav,F04
1735,F04-Session2-headMic-0008,BRIAR,/content/downloads/Torgo/F04/Session2/wav_headMic/0008.wav,F04
1736,F04-Session2-headMic-0009,HE WILL ALLOW A RARE LILYRARE LIE,/content/downloads/Torgo/F04/Session2/wav_headMic/0009.wav,F04
1737,F04-Session2-headMic-0010,SHEAR,/content/downloads/Torgo/F04/Session2/wav_headMic/0010.wav,F04
1738,F04-Session2-headMic-0011,SUIT,/content/downloads/Torgo/F04/Session2/wav_headMic/0011.wav,F04
1739,F04-Session2-headMic-0013,ALL THE BIG BASEBALL PLAYERS GET TRADED,/content/downloads/Torgo/F04/Session2/wav_headMic/0013.wav,F04
1740,F04-Session2-headMic-0014,THIS WAS EASY FOR US,/content/downloads/Torgo/F04/Session2/wav_headMic/0014.wav,F04
1741,F04-Session2-headMic-0015,FEAR,/content/downloads/Torgo/F04/Session2/wav_headMic/0015.wav,F04
1742,F04-Session2-headMic-0016,FEAR,/content/downloads/Torgo/F04/Session2/wav_headMic/0016.wav,F04
1743,F04-Session2-headMic-0017,SPRINKLE,/content/downloads/Torgo/F04/Session2/wav_headMic/0017.wav,F04
1744,F04-Session2-headMic-0018,SNOOP,/content/downloads/Torgo/F04/Session2/wav_headMic/0018.wav,F04
1745,F04-Session2-headMic-0019,I SCRUBBED THE FLOORS THOROUGHLY,/content/downloads/Torgo/F04/Session2/wav_headMic/0019.wav,F04
1746,F04-Session2-headMic-0020,BOOT,/content/downloads/Torgo/F04/Session2/wav_headMic/0020.wav,F04
1747,F04-Session2-headMic-0021,BOOT,/content/downloads/Torgo/F04/Session2/wav_headMic/0021.wav,F04
1748,F04-Session2-headMic-0022,ROCKS,/content/downloads/Torgo/F04/Session2/wav_headMic/0022.wav,F04
1749,F04-Session2-headMic-0023,WITCH,/content/downloads/Torgo/F04/Session2/wav_headMic/0023.wav,F04
1750,F04-Session2-headMic-0024,THOUGH,/content/downloads/Torgo/F04/Session2/wav_headMic/0024.wav,F04
1751,F04-Session2-headMic-0026,THOUGH,/content/downloads/Torgo/F04/Session2/wav_headMic/0026.wav,F04
1752,F04-Session2-headMic-0027,GALORE,/content/downloads/Torgo/F04/Session2/wav_headMic/0027.wav,F04
1753,F04-Session2-headMic-0028,I TRIED TO TELL PEOPLE IN THE COMMUNITY,/content/downloads/Torgo/F04/Session2/wav_headMic/0028.wav,F04
1754,F04-Session2-headMic-0029,GNAW,/content/downloads/Torgo/F04/Session2/wav_headMic/0029.wav,F04
1755,F04-Session2-headMic-0030,CYCLE,/content/downloads/Torgo/F04/Session2/wav_headMic/0030.wav,F04
1756,F04-Session2-headMic-0031,DELTA,/content/downloads/Torgo/F04/Session2/wav_headMic/0031.wav,F04
1757,F04-Session2-headMic-0032,SHE IS THINNER THAN I AM,/content/downloads/Torgo/F04/Session2/wav_headMic/0032.wav,F04
1758,F04-Session2-headMic-0033,BEAR,/content/downloads/Torgo/F04/Session2/wav_headMic/0033.wav,F04
1759,F04-Session2-headMic-0034,ERROR,/content/downloads/Torgo/F04/Session2/wav_headMic/0034.wav,F04
1760,F04-Session2-headMic-0035,JUNGLE,/content/downloads/Torgo/F04/Session2/wav_headMic/0035.wav,F04
1761,F04-Session2-headMic-0036,NOTHING IS AS OFFENSIVE AS INNOCENCE,/content/downloads/Torgo/F04/Session2/wav_headMic/0036.wav,F04
1762,F04-Session2-headMic-0037,MENU,/content/downloads/Torgo/F04/Session2/wav_headMic/0037.wav,F04
1763,F04-Session2-headMic-0038,PEER,/content/downloads/Torgo/F04/Session2/wav_headMic/0038.wav,F04
1764,F04-Session2-headMic-0039,LIP,/content/downloads/Torgo/F04/Session2/wav_headMic/0039.wav,F04
1765,F04-Session2-headMic-0040,DOT,/content/downloads/Torgo/F04/Session2/wav_headMic/0040.wav,F04
1766,F04-Session2-headMic-0041,WE GATHERED SHELLS ON THE BEACH,/content/downloads/Torgo/F04/Session2/wav_headMic/0041.wav,F04
1767,F04-Session2-headMic-0042,I FEEL I CAN PLAY THIS WEEKEND,/content/downloads/Torgo/F04/Session2/wav_headMic/0042.wav,F04
1768,F04-Session2-headMic-0043,TIE,/content/downloads/Torgo/F04/Session2/wav_headMic/0043.wav,F04
1769,F04-Session2-headMic-0044,TIE,/content/downloads/Torgo/F04/Session2/wav_headMic/0044.wav,F04
1770,F04-Session2-headMic-0045,SIGH,/content/downloads/Torgo/F04/Session2/wav_headMic/0045.wav,F04
1771,F04-Session2-headMic-0046,MERE,/content/downloads/Torgo/F04/Session2/wav_headMic/0046.wav,F04
1772,F04-Session2-headMic-0047,EVERYTHING WENT REAL SMOOTH THE SHERIFF SAID,/content/downloads/Torgo/F04/Session2/wav_headMic/0047.wav,F04
1773,F04-Session2-headMic-0048,PAD,/content/downloads/Torgo/F04/Session2/wav_headMic/0048.wav,F04
1774,F04-Session2-headMic-0049,SIGH,/content/downloads/Torgo/F04/Session2/wav_headMic/0049.wav,F04
1775,F04-Session2-headMic-0050,SIGH,/content/downloads/Torgo/F04/Session2/wav_headMic/0050.wav,F04
1776,F04-Session2-headMic-0051,SIDE,/content/downloads/Torgo/F04/Session2/wav_headMic/0051.wav,F04
1777,F04-Session2-headMic-0052,THEIR HOUSE IS GREY AND WHITE,/content/downloads/Torgo/F04/Session2/wav_headMic/0052.wav,F04
1778,F04-Session2-headMic-0053,ARE YOUR GRADES HIGHER OR LOWER THAN NANCY'S,/content/downloads/Torgo/F04/Session2/wav_headMic/0053.wav,F04
1779,F04-Session2-headMic-0054,URGENT,/content/downloads/Torgo/F04/Session2/wav_headMic/0054.wav,F04
1780,F04-Session2-headMic-0055,THE HUMIDITY IS OVERWHELMING THERE,/content/downloads/Torgo/F04/Session2/wav_headMic/0055.wav,F04
1781,F04-Session2-headMic-0056,EXPLORE,/content/downloads/Torgo/F04/Session2/wav_headMic/0056.wav,F04
1782,F04-Session2-headMic-0057,THEY CARRIED ME OFF ON THE STRETCHER,/content/downloads/Torgo/F04/Session2/wav_headMic/0057.wav,F04
1783,F04-Session2-headMic-0058,ONE VALIDATED ACTS OF SCHOOL DISTRICTS,/content/downloads/Torgo/F04/Session2/wav_headMic/0058.wav,F04
1784,F04-Session2-headMic-0059,LOOP,/content/downloads/Torgo/F04/Session2/wav_headMic/0059.wav,F04
1785,F04-Session2-headMic-0060,YES,/content/downloads/Torgo/F04/Session2/wav_headMic/0060.wav,F04
1786,F04-Session2-headMic-0061,FLOOR,/content/downloads/Torgo/F04/Session2/wav_headMic/0061.wav,F04
1787,F04-Session2-headMic-0062,JANE MAY EARN MORE MONEY BY WORKING HARD,/content/downloads/Torgo/F04/Session2/wav_headMic/0062.wav,F04
1788,F04-Session2-headMic-0063,BACK,/content/downloads/Torgo/F04/Session2/wav_headMic/0063.wav,F04
1789,F04-Session2-headMic-0064,SIGH,/content/downloads/Torgo/F04/Session2/wav_headMic/0064.wav,F04
1790,F04-Session2-headMic-0065,WRITE,/content/downloads/Torgo/F04/Session2/wav_headMic/0065.wav,F04
1791,F04-Session2-headMic-0066,WRITE,/content/downloads/Torgo/F04/Session2/wav_headMic/0066.wav,F04
1792,F04-Session2-headMic-0067,FOUR,/content/downloads/Torgo/F04/Session2/wav_headMic/0067.wav,F04
1793,F04-Session2-headMic-0069,FRUIT,/content/downloads/Torgo/F04/Session2/wav_headMic/0069.wav,F04
1794,F04-Session2-headMic-0070,WITCH,/content/downloads/Torgo/F04/Session2/wav_headMic/0070.wav,F04
1795,F04-Session2-headMic-0071,HIM,/content/downloads/Torgo/F04/Session2/wav_headMic/0071.wav,F04
